support,words
0.007438094341399116,产业-结构
0.007359633430624862,金融-银行
0.0073125568841603105,企业-国家
0.007296864702005461,市场-需求
0.007281172519850609,企业-政策
0.007249788155540909,企业-社会
0.0072340959733860595,收入-经济
0.007139942880456956,企业-金融
0.007124250698302107,中国-金融
0.007092866333992405,国内-经济
0.007045789787527855,效率-经济
0.006967328876753601,市场-方面
0.006967328876753601,国家-市场
0.0069359445124439,产品-市场
0.006888867965979349,企业-资金
0.006873175783824499,政策-问题
0.006857483601669647,经济-速度
0.006857483601669647,产业-市场
0.006841791419514798,市场-技术
0.006841791419514798,企业-银行
0.006841791419514798,市场-货币
0.006826099237359947,方式-经济
0.006433794683488686,作用-政府
0.0063867181370241355,危机-经济
0.006339641590559583,政策-财政
0.0063239494084047325,市场-股票
0.0063239494084047325,情况-经济
0.006308257226249882,中国-资本
0.006276872861940182,市场-环境
0.006198411951165929,中国-全球
0.0061827197690110785,现在-问题
0.006135643222546528,经济-过程
0.006088566676081976,成本-经济
0.006088566676081976,宏观-政策
0.006057182311772275,商业-银行
0.0060101057653077225,市场-银行
0.005994413583152873,经济-要素
0.005978721400998022,市场-成本
0.005978721400998022,市场-社会
0.005963029218843173,企业-方面
0.005931644854533472,企业-风险
0.005915952672378621,产品-企业
0.0059002604902237705,企业-资源
0.0059002604902237705,体系-金融
0.00588456830806892,中国-水平
0.00588456830806892,现在-经济
0.0058688761259140685,政府-资源
0.0058688761259140685,国家-问题
0.0058688761259140685,市场-机构
0.005853183943759219,中国-产业
0.005837491761604368,中国-特色
0.005774723032984967,国家-社会
0.0057276464865204145,企业-我国
0.0057276464865204145,动力-经济
0.005711954304365565,目前-经济
0.005696262122210714,中国-社会主义
0.005696262122210714,金融-问题
0.005664877757901014,企业-行业
0.005617801211436463,中国-国内
0.005602109029281612,企业-公司
0.005570724664971911,未来-经济
0.00555503248281706,经济-能力
0.00550795593635251,地区-经济
0.005492263754197659,因素-经济
0.005492263754197659,企业-能力
0.005492263754197659,贷款-银行
0.005445187207733107,中国-现在
0.005445187207733107,人民币-汇率
0.005445187207733107,机制-经济
0.005429495025578257,国家-政府
0.005429495025578257,市场-结构
0.005429495025578257,企业-制度
0.005429495025578257,市场-能力
0.005429495025578257,作用-资源
0.005413802843423406,货币-金融
0.005366726296958855,政策-金融
0.005335341932649154,体制-市场
0.005319649750494304,基础-市场
0.005319649750494304,当前-经济
0.005303957568339453,市场-股市
0.005288265386184603,资金-银行
0.005256881021874903,经济-阶段
0.005256881021874903,国家-政策
0.00524118883972005,中国-方面
0.005225496657565201,中国-目前
0.00517842011110065,全球-市场
0.00517842011110065,经济-领域
0.005162727928945799,经济-规模
0.005162727928945799,体系-市场
0.005147035746790949,作用-政策
0.005147035746790949,市场-目前
0.005147035746790949,价格-经济
0.005115651382481248,战略-经济
0.005115651382481248,市场-美国
0.005084267018171547,市场-水平
0.005084267018171547,企业-机构
0.005068574836016696,经济-资金
0.005068574836016696,企业-结构
0.0050528826538618465,方面-问题
0.0050528826538618465,政府-财政
0.0050528826538618465,条件-经济
0.005037190471706996,经济-银行
0.005021498289552145,中国-制度
0.005005806107397296,市场-情况
0.005005806107397296,原因-市场
0.004943037378777893,经济-财政
0.004927345196623042,关系-经济
0.004927345196623042,市场-房地产
0.0049116530144681925,企业-资产
0.0048802686501584905,世界-国家
0.0048802686501584905,国家-国际
0.004864576468003641,资本-金融
0.00483319210369394,中国-原因
0.004801807739384239,资金-金融
0.004786115557229388,经济-结构性
0.004786115557229388,利率-市场
0.004786115557229388,国内-国际
0.004754731192919687,政策-方面
0.004723346828609987,中国-作用
0.004723346828609987,经济-过去
0.004723346828609987,体制-机制
0.004676270282145435,产业-政策
0.004676270282145435,农村-农民
0.004676270282145435,国际-我国
0.0046605780999905855,国际-资本
0.0046605780999905855,中国-我国
0.004644885917835734,中国-未来
0.004613501553526033,我国-问题
0.004613501553526033,中国-技术
0.004613501553526033,机构-银行
0.004613501553526033,压力-经济
0.0045978093713711825,中国-基础
0.004582117189216333,中国-结构
0.004582117189216333,目标-经济
0.004566425007061482,市场经济-经济
0.004566425007061482,人口-经济
0.004550732824906632,政府-方面
0.004550732824906632,增长率-经济
0.004503656278442079,体制-问题
0.004503656278442079,制度-社会
0.00448796409628723,国际-金融
0.004472271914132379,差距-收入
0.004472271914132379,时期-经济
0.004472271914132379,居民-收入
0.004472271914132379,产业-我国
0.0044565797319775285,市场-现在
0.0044565797319775285,中国-人民
0.0044565797319775285,企业-机制
0.0044565797319775285,政策-需求
0.0044565797319775285,中国-体制
0.0044565797319775285,价格-企业
0.0044565797319775285,国家-我国
0.004440887549822678,GDP-经济
0.004440887549822678,中国-人口
0.004440887549822678,产品-技术
0.004425195367667828,企业-作用
0.004425195367667828,理论-经济
0.004425195367667828,资源-问题
0.004409503185512978,以来-经济
0.004409503185512978,世界-国际
0.004409503185512978,产业-资本
0.004393811003358127,产业-政府
0.0043781188212032775,收入-社会
0.0043781188212032775,中国-人民币
0.0043781188212032775,中国-体系
0.0043781188212032775,市场-过程
0.004346734456893576,企业-环境
0.004331042274738725,主体-市场
0.004299657910429024,中国-需求
0.004299657910429024,特色-社会主义
0.0042839657282741726,增速-经济
0.0042839657282741726,优势-经济
0.004268273546119325,实体-金融
0.004268273546119325,公司-投资者
0.004252581363964472,收入-水平
0.004252581363964472,政治-经济
0.004252581363964472,市场-行为
0.004236889181809623,产业-优势
0.004236889181809623,政策-社会
0.004221196999654772,产品-经济
0.004205504817499922,原因-问题
0.004205504817499922,产业-基础
0.004189812635345071,全球-国际
0.004189812635345071,方面-社会
0.004189812635345071,问题-风险
0.004127043906725669,我国-政策
0.004127043906725669,企业-国内
0.004111351724570818,基础-政府
0.004111351724570818,现象-经济
0.004095659542415969,中国-战略
0.004079967360261118,市场-行业
0.004064275178106268,企业-需求
0.004064275178106268,中国-银行
0.004048582995951417,结构-问题
0.004032890813796567,企业-原因
0.004032890813796567,市场-规模
0.0040015064494868646,市场-资产
0.0040015064494868646,企业-情况
0.0040015064494868646,国家-战略
0.003970122085177164,今年-经济
0.003970122085177164,效率-资源
0.003954429903022315,我国-金融
0.003954429903022315,市场-汇率
0.003954429903022315,制度-问题
0.003938737720867464,中国-产品
0.003938737720867464,体制-政府
0.0039230455387126145,制度-政府
0.0039230455387126145,社会-资源
0.0039230455387126145,我国-社会
0.0039230455387126145,程度-经济
0.003907353356557763,城市-经济
0.0038916611744029134,货币-银行
0.0038916611744029134,中国-时代
0.0038916611744029134,政府-金融
0.0038759689922480615,市场-质量
0.0038759689922480615,农村-城市
0.0038759689922480615,市场-要素
0.003860276810093211,中国-货币
0.003844584627938361,企业-效率
0.0038288924457835108,中国-收入
0.0038288924457835108,关系-市场
0.0038288924457835108,价格-成本
0.0038132002636286602,国家-美国
0.0038132002636286602,中国-资源
0.0038132002636286602,银行-风险
0.0037975080814738093,公司-股票
0.0037975080814738093,作用-社会
0.0037975080814738093,中国-环境
0.0037818158993189596,时候-经济
0.0037818158993189596,政策-环境
0.0037818158993189596,措施-政策
0.0037818158993189596,企业-体制
0.0037661237171641095,措施-经济
0.0037504315350092585,利率-银行
0.0037504315350092585,我国-水平
0.003734739352854408,公司-资金
0.003734739352854408,优势-市场
0.003719047170699557,信息-市场
0.003719047170699557,地方-经济
0.003719047170699557,企业-优势
0.003719047170699557,产业-国家
0.003719047170699557,国家-金融
0.003703354988544707,中国-情况
0.003703354988544707,产业-资源
0.003687662806389857,环境-资源
0.0036719706242350062,企业-基础
0.0036719706242350062,企业-利润
0.0036719706242350062,国家-资本
0.0036719706242350062,资产-金融
0.003656278442080156,经济-资产
0.003656278442080156,企业-体系
0.003656278442080156,模式-经济
0.0036405862599253047,经济-趋势
0.0036405862599253047,结构-需求
0.0036405862599253047,企业-国际
0.0036248940777704546,之间-经济
0.0036248940777704546,国际-美国
0.0036092018956156045,机构-资金
0.003593509713460754,市场-方式
0.003593509713460754,作用-方面
0.003593509713460754,形势-经济
0.003593509713460754,信息-技术
0.0035621253491510533,世纪-年代
0.0035621253491510533,资金-风险
0.0035621253491510533,企业-地方
0.0035621253491510533,世界-全球
0.0035464331669962023,收入-问题
0.0035464331669962023,利率-经济
0.0035307409848413522,中国-过程
0.0035307409848413522,科技-经济
0.0035150488026865017,企业-水平
0.0035150488026865017,市场-条件
0.003499356620531651,企业-科技
0.003499356620531651,市场-未来
0.003483664438376801,劳动力-经济
0.003483664438376801,产业-产品
0.003483664438376801,技术-资本
0.003483664438376801,农民-收入
0.003483664438376801,银行-问题
0.003483664438376801,企业-方式
0.00346797225622195,制度-国家
0.00346797225622195,体制-社会
0.0034522800740671,农业-农村
0.0034522800740671,情况-问题
0.0034522800740671,资本-资金
0.003436587891912249,中国-以来
0.003436587891912249,经济-部门
0.003436587891912249,因素-市场
0.003436587891912249,市场-程度
0.003436587891912249,目前-问题
0.003420895709757399,央行-货币
0.003420895709757399,我国-结构
0.003420895709757399,利率-政策
0.003420895709757399,要素-资源
0.003420895709757399,体系-社会
0.0034052035276025483,公司-股东
0.0034052035276025483,人口-城市
0.0033895113454476982,资产-银行
0.0033895113454476982,我国-资本
0.0033895113454476982,作用-决定性
0.0033895113454476982,压力-市场
0.003373819163292848,企业-现在
0.003373819163292848,基础-社会
0.003373819163292848,价值-市场
0.003373819163292848,体制-制度
0.003373819163292848,企业-贷款
0.0033424347989831466,制度-政策
0.0033424347989831466,市场-效率
0.0033424347989831466,今年-市场
0.0033424347989831466,国家-地区
0.0033424347989831466,环境-问题
0.003326742616828296,人民币-市场
0.003326742616828296,收入-政府
0.003326742616828296,制度-机制
0.003311050434673445,社会主义-经济
0.0032953582525185954,政策-银行
0.0032953582525185954,政府-资金
0.003279666070363745,央行-市场
0.003279666070363745,企业-部门
0.003279666070363745,市场-机会
0.003279666070363745,公司-风险
0.003279666070363745,GDP-中国
0.0032639738882088943,市场-时间
0.0032639738882088943,市场-市场经济
0.0032639738882088943,活力-经济
0.0032482817060540442,体制-政策
0.0032482817060540442,传统-经济
0.0032482817060540442,产业-问题
0.0032482817060540442,利率-货币
0.0032482817060540442,机构-风险
0.0032482817060540442,劳动力-市场
0.003232589523899193,政策-机制
0.003232589523899193,社会-需求
0.003232589523899193,过程-问题
0.003232589523899193,中国-理论
0.003232589523899193,利益-经济
0.003216897341744343,环境-生态
0.003216897341744343,市场-收入
0.003216897341744343,国家-收入
0.003201205159589493,政府-机制
0.003201205159589493,人民币-美元
0.003201205159589493,中国-成本
0.003201205159589493,企业-收入
0.003201205159589493,国际-货币
0.003185512977434642,农业-农民
0.003185512977434642,中央-银行
0.0031698207952797915,我国-目前
0.0031698207952797915,人力-资本
0.0031698207952797915,环境-社会
0.0031698207952797915,外汇-市场
0.003154128613124941,公司-问题
0.003154128613124941,企业-竞争力
0.003154128613124941,汇率-经济
0.003154128613124941,年代-经济
0.003154128613124941,全球-美国
0.003138436430970091,中国-过去
0.003138436430970091,机制-问题
0.003138436430970091,国家-资源
0.003138436430970091,市场-领域
0.003138436430970091,政策-风险
0.003138436430970091,公司-资本
0.003138436430970091,国家-方面
0.0031227442488152408,时间-经济
0.0031227442488152408,中国-质量
0.0031227442488152408,资金-问题
0.0031227442488152408,中国-优势
0.0031227442488152408,中国-风险
0.00310705206666039,经济-经济学
0.00310705206666039,作用-问题
0.00310705206666039,产业-传统
0.00310705206666039,投资者-机构
0.00310705206666039,主体-经济
0.0030913598845055392,世界-我国
0.0030913598845055392,企业-质量
0.0030913598845055392,社会-金融
0.0030913598845055392,市场-流动性
0.0030913598845055392,技术-科技
0.0030913598845055392,现代-经济
0.0030913598845055392,技术-资源
0.0030913598845055392,产业-需求
0.003075667702350689,企业-目前
0.003075667702350689,方面-金融
0.003075667702350689,市场经济-社会主义
0.003075667702350689,经济-要求
0.003075667702350689,政策-结构
0.0030599755201958386,政府-机构
0.0030599755201958386,资本-问题
0.0030599755201958386,资本-资源
0.0030599755201958386,以后-经济
0.0030599755201958386,中国-价格
0.003044283338040988,全球-金融
0.003044283338040988,经济-行业
0.003028591155886137,区域-经济
0.003028591155886137,我国-政府
0.003028591155886137,市场-当前
0.003028591155886137,公司-股份
0.003028591155886137,体制-市场经济
0.003028591155886137,人民-经济
0.003012898973731287,美国-问题
0.003012898973731287,我国-技术
0.003012898973731287,决定性-市场
0.003012898973731287,政府-美国
0.003012898973731287,全球-国家
0.003012898973731287,中国-目标
0.003012898973731287,中国-速度
