sentence,casual,math_word,effect-cause
尤其是当前中国经济面临的是内部与外部冲击、结构与周期性问题叠加带来的挑战，显然不是一个具有总量政策特征、较强溢出效应的汇率工具能够解决的。,0,,
幻想汇率能够一次性调整到位也显然不切实际。,0,,
如果届时经济仍然不能够企稳，则汇率有可能呈现螺旋式地下跌。,1,如果-则,{'经济不能够企稳':'汇率有可能呈现螺旋式地下跌'}
甚至在全球经济复苏疲软、国内贸易顺差较大的情况下，人民币贬值还会加剧货币战争、竞争性贬值的担心，可能招致国际上对华更猛烈的贸易报复措施。,1,在-情况下-加剧，招致,{'全球经济复苏疲软,国内贸易顺差较大,人民币贬值':'担心货币战争,担心竞争性贬值','全球经济复苏疲软,国内贸易顺差较大,人民币贬值':'对华更猛烈的贸易报复措施'}
再者，在物价下行压力下，货币政策刺激形同“推绳子”，通过汇率浮动增加货币政策独立性是否迫切，也值得商榷。,0,,
中国抵御亚洲金融危机的成功经验，恰恰是人民币不贬值政策背景下（类似固定汇率制度），财政政策有效、货币政策无效，积极的财政政策在保增长方面发挥了重要作用。,0,,
何况，长期以来，人民币兑美元的双边汇率已经成为中国一个重要的信心锚。,0,,
如果要寻找一个新的锚，过渡期间市场情绪波动在所难免，其调整适应过程也难以预料。,1,如果-在所难免,{'寻找新的锚':'市场情绪波动'}
这可能给当下的结构性改革带来新的不确定性，增加改革的复杂性和艰巨性。,1,带来,{'寻找新的锚':'给结构性改革带来不确定性,增加改革的复杂性'}
另外，作为一个崛起的新兴经济大国，中国的宏观经济政策溢出影响日益加大。,0,,
甚至有一种看法认为，人民币兑美元汇率同美元利率一样，是当今世界经济的两块“压舱石”。,0,,
不论是人民银行的汇率政策还是美联储的利率政策，其一举一动必然举世瞩目。,0,,
其任何变化，都有可能会在全球市场引发巨大的蝴蝶效应。,1,引发,{'人民银行的汇率政策变化':'全球市场的蝴蝶效应','美联储的利率政策变化':'全球市场的蝴蝶效应'}
周小川行长2月13日接受专访时表示，人民币汇率形成市场化改革方向不变，但改革要讲求艺术，有窗口就果断推进，没有窗口就耐心等待，对内要处理好改革、发展、稳定三者的关系，对外要做一个负责任的经济大国。,0,,
2月26日在参加G20上海会议的记者招待会时他又表示，中国作为一个经济大国，更重要的还是考虑中国整个宏观经济的整体情况，不会是过度基于外部经济或者资本流动来制定我们的宏观经济政策。,0,,
五、外汇储备规模不是多寡问题而是信心问题自2014年6月底，我国外汇储备余额达到3.99万亿美元之后，开始见顶回落，到2016年2月底累计减少了7909亿美元，其中“8.11”汇改以来的7个月累计减少了4490亿美元，占到57%。,0,,
据官方解释，外汇储备的减少，一部分变成了民间持有的外汇资产或者境外资产，一部分变成了企业的外债偿还，反映了市场主体的顺周期财务管理行为，以及支持国内企业“走出去”和实施“一带一路”战略的成效。,1,反映了,{'减少外汇储备':'市场主体的顺周期财务管理行为'}
有学者质疑外汇储备的减少有可能造成国家财富的流失。,1,可能造成,{'外汇储备的减少':'国家财富的流失'}
但是，顺周期行为恰恰是市场的本性，宏观调控才是逆周期的，国家不可能、也不应该与民争利。,0,,
至于说前期从事利差交易的套利者得以全身而退，由于利差交易的发起方主要是境内机构和企业，也是肥水不流外人田，是左口袋与右口袋的关系，似乎也谈不上是国家总福利的损失。,0,,
当然，这种隐性的汇率担保，有可能会助长逆向选择和道德风险。,1,助长,{'隐性的汇率担保':'逆向选择和道德风险'}
从这点来讲，前期金融开放与汇率改革有所脱节，加剧了当前跨境资本流动的钟摆效应。,1,加剧了,{'金融开放与汇率改革有所脱节':'跨境资本流动的钟摆效应'}
尽管过去一年半多时间，外汇储备降幅较大，但从传统的外汇储备充足性标准看，我国对外偿付能力并未受到实质性损害。,0,,
2015年底，我国进口支付能力（外汇储备/进口额）为23.8个月（国际警戒标准为不少于3-4个月的进口额），较上年底提高了0.3个月；,0,,
三季度末，我国（外币）短债偿还能力（外汇储备/短期外债余额）为6.5倍（国际警戒标准为不低于短债余额的1倍），高于上年底的5.6倍。,0,,
现在将外汇储备充足性标准过分拔高的所谓国际新标准，一方面缺乏实证检验，前二者均是重要的国际收支危机早期预警指标，后者基本是作者或者被调查者的拍脑袋；,0,,
另一方面，也有违外汇储备持有的初衷，即防范国际收支危机，而国际收支危机就是货币危机加债务危机，其他层次的外汇需求不能满足，最多只有汇率贬值，不会有债务违约。,0,,
当然，外汇储备是否够用还取决于市场的主观判断。,1,取决于,{'市场的主观判断':'外汇储备是否够用'}
如果说外汇储备增加是好事，但边际收益递减，即外汇储备越多，对市场信心的提振边际上是减弱的；,1,如果-但-即,{'外汇储备增加是好事':'边际收益递减,减弱市场信心的提振边际'}
而外汇储备减少是坏事，但边际成本递增，即外汇储备越少，对市场信心的冲击边际上是增强的。,1,而-但-即,{'外汇储备减少是坏事':'增加边际成本,减少外汇储备,增强市场信心的提振边际'}
这种市场感受与外汇储备客观的多寡无关，容易形成外汇储备降得越快，汇率贬值预期就越强，外汇买盘就越多、卖盘越少，外汇供求失衡加剧的负反馈效应。,1,越-越,{'外汇储备降得越快':'汇率贬值预期越强','汇率贬值预期越强':'买盘就越多、卖盘越少','买盘就越多、卖盘越少':'外汇供求失衡加剧'}
当局需要妥善应对由此可能引起的恶性循环。,1,由此,{'引起恶性循环':'当局需要妥善应对'}
近期，人民银行领导在多个场合一再强调中国的外汇储备足够用。,0,,
而国际社会对大家高度关注中国外汇储备的充足性问题也感到困惑。,0,,
如美国财长2月份G20上海会议前接受专访时表示，“中国仍然有3.3万亿美元的外汇储备。,0,,
当中国外汇储备还没有这么多的时候，已经有很多人批评他们的外汇储备太大了。,0,,
这些人现在却有不少认为中国的外汇储备不够用。”,0,,
炒作外汇储备问题很可能是境外做空人民币的一个重要策略。,0,,
境外炒家未必真的关心中国外汇储备是否够用，也不会理会当局如何去澄清这个问题。,0,,
它们可能通过渲染储备规模问题（包括质疑外汇储备数据质量），在舆论上绑架政府，让当局调控市场时缩手缩脚，同时煽动境内企业和个人恐慌性购汇，以进一步消耗外汇储备，增加货币攻击的胜算。,1,进一步,{'在舆论上绑架政府':'当局调控市场缩手缩脚','煽动境内企业和个人恐慌性购汇':'消耗外汇储备,增加货币攻击的胜算'}
必须识破和揭露境外炒家的这种市场伎俩，大家要保持自己的市场定力。,0,,
六、资本管制关键看愿不愿用以及怎么用理论上讲，如果判断前述内外部冲击是短期现象，那么用外汇储备干预，来稳定本币汇率、抑制资本流出是恰当的。,0,,
本身持有外汇储备的一个重要目的，就是平滑跨境资本流动。,1,的~目的,{'持有外汇储备':'平滑跨境资本流动'}
而且，过去我国一直在想方设法瘦身，近年来出台了一系列创新外汇储备运用的做法。,0,,
这次乘着市场调整，用市场化的方式支持藏汇于民、减少债务负担，也未尝不是一件好事。,0,,
至于说因为人民币刚刚成为特别提款权篮子货币，顾虑人民币国际化形象而不愿用管制手段，则要认真思量。,0,,
首先，中国好才能世界好，对此不应本末倒置。,0,,
其次，“入篮”本身不要求人民币可兑换、国际化，即便可兑换、国际化，也是可以管理的。,0,,
美国财长G20上海会议前接受采访，当被问及中国是否应该引入资本管制措施时，就提到：“中国现在就有资本管制，所以不是要不要做，而是怎么做”。,1,所以,{'有资本管制':'是怎么做'}
正如剧场大火时，要么靠现场观众觉悟，要么靠工作人员疏导，“囚徒困境”下的自发行为、一涌而出可能伤亡更大。,0,,
其实，在走到启用“国际收支保障条款”的危机时刻之前，国际规则和惯例已经预留了巨大政策空间。,0,,
例如，经常项目可兑换，允许真实性审核，只要它不造成过分的延误；,1,造成,{'不延误':'经常项目可兑换,允许真实性审核'}
经常项目可兑换只管兑换不管交易，如果因交易限制而导致兑换的不便，不构成限制；,1,因~导致,{'交易限制':'兑换不便'}
经常项目可兑换只管对外支付和转移，不管对外收入，等等。,0,,
再如，资本项目可兑换允许出于宏微观审慎目的，对跨境资本流动实施逆周期调节，如各种形式的托宾税措施，就是通过调整交易成本来影响跨境资本流动，这比简单限制或禁止一种交易更为柔性、科学，因为不可交易是最大的风险；,1,出于~目的，因为，影响,{'对跨境资本流动实施逆周期调节':'宏微观审慎','不可交易是最大的风险':'调整交易成本','调整交易成本':'跨境资本流动'}
资本项目可兑换没有国际统一标准和要求，国际组织也容忍保留适度的资本管制措施，等等。,0,,
亚洲金融危机期间我国外汇管理政策的调整，就不是重走人民币不可兑换的老路，而是一次落实经常项目可兑换条件下真实性审核原则的实战演习，通过实现海关、外汇局、银行三家电子联网，堵住了假报关单进口骗汇的漏洞。,1,通过-堵住,{'实现电子联网':'堵住骗汇的漏洞'}
七、多管齐下应对资本流出压力的现实选择首先，经济金融稳是货币稳的基础。,0,,
稳定跨境资本流动，根本上要靠国内经济和金融的稳定，才能保持大家对中国经济和人民币资产的信心。,1,要-才能，根本上,{'靠国内经济和金融的稳定':'保持大家对中国经济和人民币资产的信心','保持大家对中国经济和人民币资产的信心':'稳定跨境资本流动'}
为此，要按照中央经济工作会议提出来的在适度扩大总需求的同时，着力加强供给侧结构性改革，着力提高供给体系质量和效率，加强宏观、产业、微观、改革、社会政策“五大政策配套”，完成好三去、一降、一补“五大重点任务”，增强经济持续发展动力。,1,为此,{'适度扩大总需求,加强供给侧结构性改革,提高供给体系质量和效率,加强五大政策配套,完成五大重点任务,增强经济持续发展动力':'靠国内经济和金融的稳定'}
其中，降息减税、简政放权等“降成本”的措施，本身是对人民币实际有效汇率的向下校正，改善出口竞争力。,1,,{'降成本':'向下校正人民币实际有效汇率','降成本':'改善出口竞争力'}
加快金融供给侧改革，保持国内金融市场健康稳定发展，增强人民币金融资产吸引力，也是对人民币贬值风险的有效对冲。,1,,{'加快供给侧改革':'对冲人民币贬值风险','保持国内金融市场健康稳定发展':'对冲人民币贬值风险','增强人民币金融资产吸引力':'对冲人民币贬值风险'}
其次，坚持综合施策应对资本外流。,0,,
如果汇率、储备、管制三个外汇政策工具组合使用的话，即所谓“中医疗法”，就可以减少对某种工具的过度依赖；,1,如果-就,{'组合使用汇率、储备、管制三个外汇政策':'减少对某种工具的过度依赖'}
如果这三种工具搭配越具有内在的逻辑一致性，那么市场对实现预定的政策目标就越发有信心，政府就越可能事半功倍。,1,如果-那么，就-就,越-越发-就越,{'三种工具搭配越具有逻辑一致性':'实现政策目标越发有信心','实现政策目标越发有信心':'，政府就越可能事半功倍'}
具体来讲，现阶段，在人民币汇率不存在明显高估的情况下（如贸易顺差扩张和全球贸易份额上升就不能指向人民币汇率高估），可以完善参考篮子货币调节为基础，形成有限度的人民币汇率双向波动，抑制单边投机；,1,如~就,{'贸易顺差扩张和全球贸易份额上升':'不能指向人民币汇率高估','形成有限度的人民币汇率双向波动':'抑制单边投机'}
以雄厚的外汇储备为依托，适时适度打击市场炒作行为，避免市场为投机情绪所左右；,1,,{'打击市场炒作行为':'避免市场投机情绪'}
牢牢把握改革开放的主动权，一方面通过加快金融市场对外开放，增加外汇供给，提振市场信心，另一方面通过引入宏观审慎管理措施，甚至启用最低限度的外汇管制措施，调节外汇供求，减少恐慌情绪下市场的无序波动。,1,通过,{'加快金融市场对外开放':'增加外汇供给','加快金融市场对外开放':'提振市场信心','引入宏观审慎管理措施,启用外汇管制措施':'调节外汇供求','调节外汇供求':'减少无序波动'}
再次，加快调整适应跨境资本双向波动。,0,,
成熟的市场必须以成熟的市场参与者为基础。,0,,
随着国际收支趋于基本平衡、人民币汇率弹性增加，跨境资本有进有出、人民币汇率有涨有跌将日益常态化。,1,随着-将,{'国际收支趋于基本平衡,人民币汇率弹性增加,跨境资本有进有出':'人民币汇率有涨有跌将日益常态化'}
现在市场出现过度反应和解读在所难免，是改革必须经历的阵痛。,0,,
未来，应该市场的归市场，政府的归政府。,,,
市场要增加承受力，不应妄加猜测，而应多从市场中寻找答案，合理套期保值。,0,,
政府也要容忍市场波动，保持客观中立，加快市场发展，减少外汇干预，不断便利市场主体使用和交易外汇。,1,,{'容忍市场波动,保持客观中立,加快市场发展,减少外汇干预':'便利市场主体使用和交易外汇'}
同时，政府调控市场，一方面是做，另一方面是说。,0,,
政府要注意牢牢把握舆论主导权，做好市场沟通和预期引导。,1,{'做好市场沟通和预期引导':'把握舆论主导权'}
以参考篮子货币调节为突破口，完善与市场的汇率政策沟通；,0,,
以树立正确的投资理念和风险意识为落脚点，持续加强市场参与者教育。,1,以~为落脚点,{'树立正确的投资理念和风险意识':'持续加强市场参与者教育'}
