support,words
0.012757744091893418,农业
0.012679283181119166,可能
0.012647898816809463,贷款
0.01241251608448671,以后
0.012255594262938204,办法
0.012239902080783354,商业
0.0121614411700091,时代
0.0120986724413897,之后
0.011800520980447541,中央
0.011596522612434485,空间
0.011565138248124784,房地产
0.011565138248124784,土地
0.011565138248124784,目的
0.011549446065969934,经验
0.011533753883815084,平台
0.011502369519505382,主体
0.011502369519505382,要求
0.011219910240718074,动力
0.011219910240718074,互联网
0.011204218058563224,文化
0.011172833694253523,投资
0.01106298841916957,消费者
0.01106298841916957,核心
0.011031604054859869,时期
0.010953143144085615,社会主义
0.010858990051156514,实体
0.010811913504691965,工业
0.010780529140382262,全国
0.010686376047453159,意义
0.010607915136678909,方向
0.010592222954524057,结构性
0.010466685497285251,以上
0.0104196089508207,央行
0.01037253240435615,网络
0.010231302764962496,力量
0.010199918400652794,差距
0.010199918400652794,政治
0.010137149672033392,外汇
0.010074380943413992,标准
0.01005868876125914,趋势
0.01005868876125914,责任
0.01004299657910429,现代
0.01004299657910429,美元
0.009995920032639738,范围
0.009933151304020338,制造业
0.009760537300316985,商品
0.009744845118162131,业务
0.009619307660923329,外资
0.009525154567994227,效应
0.009478078021529677,手段
0.009446693657219974,经济学
0.009383924928600572,竞争力
0.00930546401782632,产权
0.009117157831968113,利润
0.00902300473903901,组织
0.00897592819257446,日本
0.00897592819257446,区域
0.00896023601041961,增长率
0.00896023601041961,去年
0.008897467281800206,年代
0.008771929824561403,力度
0.008756237642406553,人员
0.008709161095941999,计划
0.00866208454947745,收益
0.00866208454947745,指数
0.008520854910083796,最后
0.008458086181464394,生态
0.008254087813451338,地位
0.008238395631296488,人才
0.008128550356212535,行政
0.008081473809747984,债务
0.008050089445438283,整体
0.007987320716818881,同时
0.007924551988199479,事情
0.007877475441734928,证券
0.007861783259580077,重点
0.007783322348805825,格局
0.007751937984496123,效果
0.007720553620186424,学生
0.007704861438031572,知识
0.00764209270941217,比重
0.00761070834510247,规则
0.007579323980792769,意见
0.007532247434328219,增速
0.007500863070018517,精神
0.007500863070018517,原则
0.007500863070018517,特色
0.007485170887863666,角度
0.007469478705708816,今天
0.007453786523553965,比例
0.007453786523553965,当时
0.007375325612779714,内容
0.007375325612779714,进程
0.0073439412484700125,服务业
0.0073125568841603105,城乡
0.0073125568841603105,功能
0.007249788155540909,股权
0.007249788155540909,中心
0.007187019426921508,最近
0.0071713272447666565,形势
0.007108558516147254,思想
0.0070614819696827045,信贷
0.007045789787527855,活力
0.006983021058908453,总体
0.006951636694598751,企业家
0.00692025233028905,流动性
0.006888867965979349,状况
0.006794714873050246,关键
0.006794714873050246,泡沫
0.006794714873050246,住房
0.006794714873050246,背景
0.006763330508740545,理念
0.006747638326585695,事件
0.006716253962275993,世纪
0.006684869597966293,损失
0.006590716505037191,信用
0.006575024322882339,任务
0.0064965634121080884,国民经济
0.006480871229953237,现实
0.006465179047798386,周期
0.006449486865643537,外部
0.006418102501333836,人类
0.006371025954869284,机遇
0.006371025954869284,财富
0.006371025954869284,系统
0.0063553337727144344,股东
0.0063553337727144344,数量
0.0063553337727144344,交易
0.006339641590559583,部分
0.006339641590559583,家庭
0.006339641590559583,形式
0.00622979631547563,工资
0.00622979631547563,总量
0.00621410413332078,报告
0.0061827197690110785,成果
0.006167027586856228,汽车
0.006119951040391677,东西
0.006119951040391677,群众
0.0061042588582368275,负担
0.006072874493927126,用户
0.005963029218843173,指标
0.005931644854533472,2018年
0.005915952672378621,税收
0.00588456830806892,内部
0.0058688761259140685,交通
0.005853183943759219,规定
0.005853183943759219,渠道
0.005837491761604368,9月
0.005837491761604368,经济学家
0.0057904152151398176,股价
0.0057904152151398176,能源
0.005759030850830117,规划
0.0057276464865204145,工具
0.005711954304365565,国外
0.005696262122210714,今后
0.005680569940055864,信心
0.005680569940055864,集团
0.005617801211436463,状态
0.005617801211436463,方案
0.005602109029281612,方法
0.00555503248281706,医疗
0.00555503248281706,之前
0.005523648118507359,单位
0.005476571572042809,贡献
0.005445187207733107,股份
0.005445187207733107,西部
0.005429495025578257,期间
0.005413802843423406,权利
0.005382418479113704,欧洲
0.005366726296958855,乡村
0.005351034114804005,数字
0.005335341932649154,潜力
0.005319649750494304,道路
0.005319649750494304,美联储
0.005303957568339453,特点
0.005225496657565201,北京
0.005225496657565201,科创板
0.0051941122932555005,一带
0.005162727928945799,群体
0.005147035746790949,以下
0.005068574836016696,层次
0.0050528826538618465,特征
0.0050528826538618465,权益
0.0050528826538618465,当中
0.005037190471706996,公众
0.005021498289552145,城镇
0.005021498289552145,规律
0.0049901139252424434,事业
0.004974421743087594,国企
0.004958729560932743,环节
0.004943037378777893,债券
0.0049116530144681925,职工
0.00489596083231334,人力
0.00483319210369394,深圳
0.004786115557229388,孩子
0.0047704233750745385,积极性
0.0047704233750745385,房价
0.004754731192919687,费用
0.004754731192919687,会议
0.0047390390107648365,保险
0.0047390390107648365,效益
0.004723346828609987,层面
0.004691962464300286,物价
0.004644885917835734,专业
0.0045978093713711825,媒体
0.0045978093713711825,秩序
0.0045978093713711825,局面
0.004582117189216333,国务院
0.004566425007061482,西方
0.004566425007061482,上海
0.004566425007061482,权力
0.004550732824906632,香港
0.004550732824906632,支出
0.004550732824906632,学校
0.0045193484605969315,百分点
0.00448796409628723,做法
0.004472271914132379,前提
0.0044565797319775285,主导
0.0044565797319775285,国债
0.0044565797319775285,举措
0.004440887549822678,业绩
0.004440887549822678,存款
0.004425195367667828,大学
0.004425195367667828,观点
0.004425195367667828,人均
0.004393811003358127,英国
0.0043781188212032775,需要
0.0043781188212032775,生产率
0.004362426639048426,概念
0.004331042274738725,杠杆
0.0043153500925838745,职能
0.004299657910429024,逻辑
0.004299657910429024,民间
0.004268273546119325,实际
0.004252581363964472,海外
0.004236889181809623,计划经济
0.00415842827103537,粮食
0.004127043906725669,当地
0.004127043906725669,布局
0.004127043906725669,前景
0.004111351724570818,客户
0.004064275178106268,石油
0.004017198631641716,走势
0.004017198631641716,双方
0.003985814267332015,理性
0.003970122085177164,内需
0.003954429903022315,顺差
0.003954429903022315,品牌
0.003938737720867464,中小企业
0.0039230455387126145,官员
0.003907353356557763,亚洲
0.003907353356557763,意识
0.003907353356557763,协议
0.0038916611744029134,行情
0.0038916611744029134,2019年
0.0038759689922480615,科学
0.003860276810093211,生产力
0.003844584627938361,供求
0.003844584627938361,法规
0.003844584627938361,来源
0.0038288924457835108,近期
0.0038132002636286602,经济体
0.0037975080814738093,思路
0.0037818158993189596,后果
0.0037504315350092585,常态
0.003734739352854408,记者
0.003734739352854408,之外
0.003734739352854408,收支
0.003734739352854408,红利
0.003734739352854408,好处
0.003734739352854408,导向
0.003719047170699557,福利
0.003703354988544707,本质
0.003687662806389857,现金
0.003687662806389857,系统性
0.0036719706242350062,电子
0.0036719706242350062,幅度
0.0036719706242350062,证监会
0.0036405862599253047,2015年
0.0036405862599253047,框架
0.0036405862599253047,背后
0.0036405862599253047,深度
0.0036248940777704546,决定性
0.0036248940777704546,笔者
0.0036248940777704546,人工智能
0.0036092018956156045,绿色
0.0036092018956156045,2017年
0.003593509713460754,法治
0.003593509713460754,此前
0.003577817531305903,障碍
0.0035621253491510533,工程
0.0035621253491510533,干部
0.0035464331669962023,2016年
0.0035307409848413522,可能性
0.0035307409848413522,设备
0.0035150488026865017,认识
0.0035150488026865017,通胀
0.0035150488026865017,手机
0.003499356620531651,思维
0.003483664438376801,职业
0.00346797225622195,近日
0.00346797225622195,外国
0.00346797225622195,代表
0.00346797225622195,增量
0.0034522800740671,不确定性
0.003436587891912249,产业链
0.003420895709757399,大国
0.0034052035276025483,季度
0.0033581269811379967,里面
0.0033581269811379967,估值
0.003326742616828296,明年
0.003326742616828296,事实
0.003311050434673445,关税
0.0032953582525185954,信号
0.0032953582525185954,专家
0.003279666070363745,物质
0.0032639738882088943,以前
0.0032482817060540442,心理
0.003232589523899193,差异
0.003232589523899193,以往
0.003201205159589493,智能
0.003185512977434642,舆论
0.0031698207952797915,通货
0.0031698207952797915,政策性
0.003154128613124941,食品
0.003138436430970091,预算
0.003138436430970091,财产
0.0031227442488152408,共识
0.00310705206666039,8月
0.00310705206666039,当年
0.0030913598845055392,集体
0.0030913598845055392,情绪
0.0030913598845055392,农产品
0.0030913598845055392,微观
0.003075667702350689,存量
0.003075667702350689,文章
0.003075667702350689,文明
0.003075667702350689,观念
0.003075667702350689,后来
0.003044283338040988,人士
0.003028591155886137,中间
0.003028591155886137,道理
0.003012898973731287,实力
0.003012898973731287,劳动者
