,casualtag,cflag,eflag,eventtag,filename,sentence,uploadTime,username
24,0,1,0,0,TEST,截至目前，虽然渝农商行最终未能够触及当天的涨幅上限，且收盘时仅录得27.04%的涨幅，但即使如此，当前渝农商行的股票总市值却达到了1062亿元，相应的动态市盈率也有9.23倍。,2019-12-10 22:24:10.019,radish
25,0,1,0,0,TEST,截至10月29日，渝农商行以1062亿元的总市值排名在A股上市银行的第17名位置，而排名在此之前的，则是北京银行、华夏银行、上海银行以及宁波银行，都是国内知名度以及影响力较高的银行。,2019-12-10 22:24:10.019,radish
26,0,1,0,0,TEST,作为银行股的渝农商行，自然很难得到太高的市场定价与估值水平。,2019-12-10 22:24:10.019,radish
27,0,1,0,0,TEST,至于近年来曾经遭到市场资金热炒的张家港行，虽然期间股票价格一度出现了翻数倍的涨幅，但时至目前，则仍然处于漫漫熊途的运行过程之中，以不断消化与压缩前期遭到炒作的价格空间，而新股溢价现象，终究还是需要通过市场化的手段进行消化，如今渝农商行的上市溢价空间骤减，且成为了近年来首家出现新股上市首日随即开板的上市公司。,2019-12-10 22:24:10.019,radish
28,0,1,0,0,TEST,至于出乎市场预期的事情，则是渝农商行正打破A股新股不败的现象。,2019-12-10 22:24:10.019,radish
29,0,1,0,0,TEST,实际上，纵观近年来A股新股的市场表现，即使期间新股扩容及上市的节奏有所加快，但这仍未改变市场资金的打新及炒新热情。,2019-12-10 22:24:10.019,radish
30,1,1,0,0,TEST,从某种程度思考，正因为新股本身具有持续赚钱能力，那么也自然容易受到市场资金的参与。,2019-12-10 22:24:10.019,radish
31,1,1,0,0,TEST,不过，对于新股上市首日开板的现象，确实有所出乎市场预期，而这一现象会否得到延续，或是否由此改变A股市场的游戏规则，那么仍需要得到时间验证。,2019-12-10 22:24:10.019,radish
32,0,1,0,0,TEST,需要注意的是，近年来A股市场的IPO发行节奏确实有所提速，而在上交所设立科创板并试点注册制之际，结合深交所推动创业板注册制改革的预期，实际上新股容量的持续膨胀，却会加剧了存量资金的分流，而对于新股炒作溢价空间，同样也会遭到挤压的影响。,2019-12-10 22:24:10.019,radish
33,1,1,0,0,TEST,或许，在未来市场逐渐走向注册制的趋势下，未来A股新股的首日表现可能会存在港股化的趋势，即新股上市后的价格表现，则从很大程度上取决于市场。,2019-12-10 22:24:10.019,radish
34,0,1,0,0,TEST,纵观近年来港股市场的新股表现，虽然新股的数量较多，但整体上呈现出涨跌互现的表现。,2019-12-10 22:24:10.019,radish
35,0,1,0,0,TEST,其中，有的港股新股出现了上市首日随即破发的走势，有的甚至在首个交易日跌了2、30%乃至以上的空间。,2019-12-10 22:24:10.019,radish
36,0,1,0,0,TEST,至于有的新股，则在新股扩容潮下脱颖而出，首日表现甚至出现了翻倍的涨幅，而在价格大幅上涨的同时，实际上离不开市场资金的认可，这也是市场选择的结果。,2019-12-10 22:24:10.019,radish
37,1,1,0,0,TEST,假如A股新股表现呈现出港股化的趋势，那么将会从一定程度上改变现有资金的打新计划，而在新股上市首日开板乃至破发的背景下，资金采取市值配售策略的积极性也会有所下降，届时将会更考验投资者的打新申购智慧，但也是市场化趋于成熟的表现。,2019-12-10 22:24:10.019,radish
38,1,1,0,0,TEST,或许，渝农商行开启了A股新股上市首日开板的时代，但从估值定价、市值规模及所属行业等因素分析，渝农商行上市首日开板暂时还是个例，而按照当前A股市场的资金面环境，A股新股首日开板现象未必具有普遍性，但随着新股的不断扩容，且明显超出了市场存量资金的承受能力，那么未来A股市场还是会接连出现上市首日开板乃至上市首日破发的现象。,2019-12-10 22:24:10.019,radish
39,0,1,0,0,TEST,中国社会科学院金融研究所、国家金融与发展实验室周莉萍博士最近研究了“货币政策影响长期利率”的问题。,2019-12-10 22:24:10.019,radish
40,0,1,0,0,TEST,她从美国和日本的实践出发进行研究，结果表明：就日本而言，从理论和实践来看，在债券市场发展充分、完善的情况下，央行可以通过预期管理和负利率政策、质化宽松货币政策等手段实现对长期利率的调控。,2019-12-10 22:24:10.019,radish
41,0,1,0,0,TEST,日本央行对长期利率的调控效果非常明显，但市场博弈也表明，在考虑国际资本流动的情况下，央行调控国内长期利率的难度较高。,2019-12-10 22:24:10.019,radish
42,0,1,0,0,TEST,但是，同样的做法在美国显得更为困难，而且效果不很明显。,2019-12-10 22:24:10.019,radish
43,0,1,0,0,TEST,周博士的研究很有价值，但笔者需要延伸出的见解是：无论效果大小，方法也可以继续探索，但压低长期利率的目标是正确的，而且中国央行未来也该以此作为货币政策调节重要而长期的目标，并为此做出卓越的努力。,2019-12-10 22:24:10.019,radish
44,0,1,0,0,TEST,实际上，2008年金融危机之后，以美国为首的主要发达国家的中央银行都在为有效压低长期利率而不懈努力。,2019-12-10 22:24:10.019,radish
45,0,1,0,0,TEST,为什么如此之难还非干不可？,2019-12-10 22:24:10.019,radish
46,0,1,0,0,TEST,周博士给出的理由十分充分而简洁，她说：相较于短期利率，长期利率和实体经济的联系更为密切，调控长期利率，体现了央行利用货币政策刺激经济的意图。,2019-12-10 22:24:10.019,radish
47,1,1,0,0,TEST,之所以认为“压低长期利率应当成为中国央行货币政策调节重要而长期的目标”，核心理念就是“金融长期化、资本化、股权化关系到金融服务实体经济的有效性”。,2019-12-10 22:24:10.019,radish
48,0,1,0,0,TEST,但近10年来，中国金融快速走向短期化、货币化、套利化，这样的发展趋势与服务实体经济的初衷是相悖的，必须尽快纠正。,2019-12-10 22:24:10.019,radish
49,1,1,0,0,TEST,周莉萍论述了基础货币量化宽松、尤其是释放长期基础货币与压低长期利率之间的关系，但如果我们确信这是“金融长期化、资本化、股权化”的过程，那美国“基于长期基础货币投放的量化宽松货币政策”就谈不上失败，而且相当成功，因为美国股市连续上涨10年，它使得“企业来自长期的股权融资占比上升100%，而最不稳定的短期货币融资降低50%”，这是美联储前主席耶伦告诉全世界的基本事实。,2019-12-10 22:24:10.019,radish
50,0,1,0,0,TEST,试问：这样的企业融资状况不是货币政策的目标吗？,2019-12-10 22:24:10.019,radish
51,0,1,0,0,TEST,不是我们日思夜想的绝佳效果吗？,2019-12-10 22:24:10.019,radish
52,0,1,0,0,TEST,有了这样的融资结构，企业融资成本岂有不降低的道理？,2019-12-10 22:24:10.019,radish
53,1,1,0,0,TEST,正因如此，我们希望再次重申，金融长期化、资本化、股权化的关键在于中央银行如何理解基础货币，如何操作基础货币。,2019-12-10 22:24:10.019,radish
54,0,1,0,0,TEST,这方面的论述我们也算不厌其烦了。,2019-12-10 22:24:10.019,radish
55,0,1,0,0,TEST,不过，今天我还想说另一个因素：中国老百姓被短期套利忽悠，以及被无度消费忽悠。,2019-12-10 22:24:10.019,radish
56,1,1,0,0,TEST,改革开放初期，中国经济之所以高速增长，其中一个重要原因是中国老百姓沿袭着祖祖辈辈传下来的“艰苦朴素作风”。,2019-12-10 22:24:10.019,radish
57,1,1,0,0,TEST,这种作风或生活习惯，使得老百姓大量生活结余变成银行储蓄，近而为经济发展提供了重要的资本来源，这同样体现着中国的“人口优势和人口红利”。,2019-12-10 22:24:10.019,radish
58,0,1,0,0,TEST,但是，打从2008年金融危机发生之后，中国老百姓在消费拉动政策的指引之下，快速转向“负债消费”过程，尤其是年轻人，基本不考虑积蓄，寅吃卯粮的情况越发严重。,2019-12-10 22:24:10.019,radish
59,0,1,0,0,TEST,信用卡违约大幅上升就是例证，据央行数据，截至2018年第三季度末，中国信用卡违约金额已高达880亿元；,2019-12-10 22:24:10.019,radish
60,1,1,0,0,TEST,还有，近年来中国“新增储蓄金额低于新增个人贷款金额”已经成为常态，这说明老百姓的贷款已经开始消耗其储蓄存量，已经不能有效支撑企业贷款的合理增长。,2019-12-10 22:24:10.019,radish
61,0,1,0,0,TEST,这都是重大的金融事项，是一个金融时代转向另一个金融时代的表象，但这样的转向是否健康？,2019-12-10 22:24:10.019,radish
62,0,1,0,0,TEST,实际上，寅吃卯粮的超前消费会带来重要的“不良金融后果”。,2019-12-10 22:24:10.019,radish
63,1,1,0,0,TEST,比如，钱紧就不可能有长期的投资的储蓄，从而导致专司货币套利、流动性要求极高的货币基金成为金融商品的主角，5年扩张20倍，这难道不是中国金融短期化、货币化、套利化的重要表象吗？,2019-12-10 22:24:10.019,radish
64,0,1,0,0,TEST,老百姓没有长期储蓄，而越发贪图短期套利，那资本市场用什么钱去支撑？,2019-12-10 22:24:10.019,radish
65,1,1,0,0,TEST,我们说，资本市场就是“储蓄转化为投资的场所”，如果没有稳定而长期的储蓄，那资本市场的功能还有意义吗？,2019-12-10 22:24:10.019,radish
66,1,1,0,0,TEST,我们当然知道经济发展需要消费，有了更多的消费，生产才会良性运转。,2019-12-10 22:24:10.019,radish
67,0,1,0,0,TEST,但是，与过度消费相对应的产能难道不是过剩的产能吗？,2019-12-10 22:24:10.019,radish
68,0,1,0,0,TEST,过度消费带来的不是过剩产能消耗大量自然资源和资本资源吗？,2019-12-10 22:24:10.019,radish
69,0,1,0,0,TEST,过度消费不是同样在弱化公众对未来的投资、不是同样在削弱一个国家的科技实力吗？,2019-12-10 22:24:10.019,radish
70,0,1,0,0,TEST,所以我们认为，中国还是一个发展中国家，人均不到1万美元的GDP与美国6万亿美元还有很大差距。,2019-12-10 22:24:10.019,radish
71,0,1,0,0,TEST,在此背景下，中国依然需要提倡“艰苦朴素”的工作和生活作风，依然需要提倡“积极的储蓄与投资”一方面支援国家建设，一方面为自己的晚年生活创造更好的条件，减轻子女负担。,2019-12-10 22:24:10.019,radish
72,0,1,0,0,TEST,这不仅是美德，更是中国经济发展的现实需求。,2019-12-10 22:24:10.019,radish
73,0,1,0,0,TEST,昨日指数早盘小幅低开之后震荡走弱，科技蓝筹走弱拖累市场，区块链板块第二日继续批量涨停，养殖业、语音技术等板块涨幅居前，半导体、仪器仪表、机场航运等板块跌幅居前。,2019-12-10 22:24:10.019,radish
74,0,1,0,0,TEST,午后，二胎概念异动，猪肉板块持续拉升。,2019-12-10 22:24:10.019,radish
75,0,1,0,0,TEST,区块链养殖业等板块领涨，机场等板块跌幅居前。,2019-12-10 22:24:10.019,radish
76,0,1,0,0,TEST,区块链板块现强分化。,2019-12-10 22:24:10.019,radish
77,0,1,0,0,TEST,区块链上升至国家战略高度，可以说是当前市场最大的热点，前日超百股涨停，资金的关注度强，区块链龙头由于新湖中宝、浙大网新都是直接参股了杭州趣链。,2019-12-10 22:24:10.019,radish
78,1,1,0,0,TEST,杭州趣链的董事长陈纯就是这次在重要会议上，做区块链报告的专家，所以是纯正的区块链龙头、目前己经连续二个涨停板，但回顾往期爆火的热点题材，往往在第一波上涨之后就开始分化，区块链板块也将开展“淘汰”行情，所以单纯“蹭热点”不好的公司建议避开。,2019-12-10 22:24:10.019,radish
79,0,1,0,0,TEST,今年8月20日我写了一篇沪指有可能走牛市第三浪的预测文章，目前我继续坚持之前的预测：根据沪指的复合头肩形态从时间上来看、沪指左肩构筑了8周，右肩目前己经构筑了6周，本周已经进入了第七周，沪指目前中短期均线已经形成粘合，形态上指数运行于收敛三角形中。,2019-12-10 22:24:10.019,radish
80,1,1,0,0,TEST,所以重点关注之前我多次预测的重要的变盘时间窗口及量能变化。,2019-12-10 22:24:10.019,radish
81,0,1,0,0,TEST,大家可以看到中央今年金融业开放的态度越来越明确且速度在加快。,2019-12-10 22:24:10.019,radish
82,0,1,0,0,TEST,我们看一下无论是发达国家像日本、韩国，还是新兴市场，比印度、俄罗斯、巴西、南非等等，在金融开放的时候，股市无一例外都是牛市，甚至有可能是长牛，日本是牛了十年，印度更是牛了三十年。,2019-12-10 22:24:10.019,radish
83,1,1,0,0,TEST,我们现在也在进入到金融大开放的过程，所以这是我们制度红利过程能带来的巨大机遇。,2019-12-10 22:24:10.019,radish
84,1,1,0,0,TEST,但是随着市场的不断扩容，A股出现全市场齐涨共跌的全面大牛市难度极大，取而代之的是个股分化的结构性行情，对投资者的考验越来越大。,2019-12-10 22:24:10.019,radish
85,1,1,0,0,TEST,目前外资加人A股的资金越来越多、如何找到优质的公司才是投资者今后盈利的重要保障。,2019-12-10 22:24:10.019,radish
86,1,1,0,0,TEST,积极拥抱新技术是在未来全球科技产业中占得先机的先决条件，当前全球金融格局面临潜在的演变、自主创新需求迫切，以及在“科技立国”背景下，国家对科技领域的支持力度将空前巨大，我们七月份重点看好的PCB龙头公司等一批牛股涨幅很大都在高位宽幅震荡调整的过程中。,2019-12-10 22:24:10.019,radish
87,1,1,0,0,TEST,我多次强调A股的大牛股不能只有茅台、也不应该只有长春高新、在中国经济转型大力发展高科技的今天、中国应该有科技的茅台才是合理的、有业绩支撑的科技股明显的成为市场核心领涨方向、已经得到了市场的验证。,2019-12-10 22:24:10.019,radish
88,1,1,0,0,TEST,由于每周上午得去电视台一二次、来不及发博文、大家可以收藏波段手陈志平的公众号及时观看行情预测等。,2019-12-10 22:24:10.019,radish
89,1,1,0,0,TEST,依旧建议投资者重点关注5G应用层面未来巨大的投资机会，随着5G建设的大规模铺开，以华为为首的企业也开始陆续发布基于5G的各类应用，在未来很长的一段时间内这都将是市场中最具想象空间，最具爆发力的一条主线。,2019-12-10 22:24:10.019,radish
90,0,1,0,0,TEST,关注产业链里面拥有核心技术和优势的公司。,2019-12-10 22:24:10.019,radish
91,0,1,0,0,TEST,A股近30年以来，绝大多数投资者在入市之前都沒有系统的学习过证券投资交易技术、到处听股评打听消息，没有一套自己高成功率的交易系统、这是非常危险的。,2019-12-10 22:24:10.019,radish
92,0,1,0,0,TEST,本博是私人操盘日志，新股民和没有学过陈志平巜波段技法》的网友不能模仿本博操作，希望股友们严格按照当时的盘面去操作。,2019-12-10 22:24:10.019,radish
93,0,1,0,0,TEST,距离5G套餐正式推出还有3天的时间，网上曝光了中国移动的5G套餐详情。,2019-12-10 22:24:10.019,radish
94,0,1,0,0,TEST,据中国移动一位工作人员透露，移动5G套餐起步价是128元，最高598元。,2019-12-10 22:24:10.019,radish
95,0,1,0,0,TEST,从消息来源看，这则消息的真实性还是比较靠谱的。,2019-12-10 22:24:10.019,radish
96,0,1,0,0,TEST,在此之前，网上有传闻称5G套餐入门价199元，包含40G国内流量和1000分钟国内通话。,2019-12-10 22:24:10.019,radish
97,0,1,0,0,TEST,现在看来，5G商用套餐还是比较便宜的。,2019-12-10 22:24:10.019,radish
98,0,1,0,0,TEST,不过，仔细分析一下各个价位的套餐就会发现，5G套餐是看着便宜用起来贵，套路还是蛮深的。,2019-12-10 22:24:10.019,radish
99,0,1,0,0,TEST,以中国移动5G入门套餐来说，128元包含30G流量和200分钟国内通话，再加上前期的6折优惠，每月实际只需缴纳76.8元就能畅享5G网络。,2019-12-10 22:24:10.019,radish
100,0,1,0,0,TEST,坦白说，每月不到100元就能用上5G网络，价格还是很便宜的。,2019-12-10 22:24:10.019,radish
101,0,1,0,0,TEST,要知道，目前99元的4G套餐只有20G流量。,2019-12-10 22:24:10.019,radish
102,1,1,0,0,TEST,不过，入门价只要128元的5G套餐，实际用起来更贵，因为5G网络的流量消耗更快了。,2019-12-10 22:24:10.019,radish
103,0,1,0,0,TEST,最近两个月，笔者一直在使用5G网络，使用频率不变的情况下，每天几乎要消耗2G左右流量，每个月大概消耗60G左右的流量。,2019-12-10 22:24:10.019,radish
104,0,1,0,0,TEST,平时，笔者用4G网络每月大概消耗20G左右的流量。,2019-12-10 22:24:10.019,radish
105,0,1,0,0,TEST,另据多位5G体验用户透露，5G网络下流量消耗的速度更快。,2019-12-10 22:24:10.019,radish
106,0,1,0,0,TEST,哪怕是同一款应用，5G网络比4G网络更费流量。,2019-12-10 22:24:10.019,radish
107,1,1,0,0,TEST,由此来看，每月只有30G流量的128元5G套餐根本不够用。,2019-12-10 22:24:10.019,radish
108,1,1,0,0,TEST,由于现在三大运营商取消了不限流量套餐，流量超出套餐后需要额外付费。,2019-12-10 22:24:10.019,radish
109,0,1,0,0,TEST,按照3元/G的资费来说，升级为5G套餐后，用户每个月的资费都要200块钱左右。,2019-12-10 22:24:10.019,radish
110,0,1,0,0,TEST,从三大运营商的财报数据来看，用户平均每月的流量消耗大约在7G左右。,2019-12-10 22:24:10.019,radish
111,1,1,0,0,TEST,粗略算一下，升级到5G网络后，用户每月的流量消耗至少在20G以上，128元的5G套餐只能说是勉强够用。,2019-12-10 22:24:10.019,radish
112,0,1,0,0,TEST,需要说明的一点是，这仅仅是一个平均值。,2019-12-10 22:24:10.019,radish
113,0,1,0,0,TEST,对于一些每月流量消耗10G以上的用户来说，升级到5G网络后，每月至少消耗30G以上的流量，选择128元的入门5G套餐根本不够用。,2019-12-10 22:24:10.019,radish
114,0,1,0,0,TEST,一旦流量用超后，用户要么单独购买流量，要么升级到流量更多的套餐。,2019-12-10 22:24:10.019,radish
115,0,1,0,0,TEST,不过，按照网上曝光的方案，128元以上的5G套餐就是198元套餐了。,2019-12-10 22:24:10.019,radish
116,0,1,0,0,TEST,按照网上曝料的内容，198元的移动5G套餐包含60G流量和500分钟国内通话。,2019-12-10 22:24:10.019,radish
117,0,1,0,0,TEST,显然，每月包含60G流量的198元5G套餐更合适一些。,2019-12-10 22:24:10.019,radish
118,0,1,0,0,TEST,由此来看，5G套餐还是比较贵的。,2019-12-10 22:24:10.019,radish
119,0,1,0,0,TEST,更重要的一点是，与之前的4G套餐相比，每一档5G套餐的价格差更大了，用户选择的自主权也更小了。,2019-12-10 22:24:10.019,radish
120,0,1,0,0,TEST,当然了，未来5G套餐还会在继续优化，但短期内每一档套餐的流量恐怕不会增加了。,2019-12-10 22:24:10.019,radish
121,1,1,0,0,TEST,由于5G网络的流量消耗更快，看似便宜的5G套餐用起来其实更贵。,2019-12-10 22:24:10.019,radish
122,0,1,0,0,TEST,对此，很多网友表示，5G套餐门槛虽然很低，但这更像是运营商变相涨价的套路。,2019-12-10 22:24:10.019,radish
123,0,1,0,0,TEST,经过10年发展，在北汽人汗水和泪水的浇灌下，北汽株洲基地已经建设成为国内规模最大、产品最丰富的自主品牌基地，产品涵盖新能源车、轿车、SUV等主销车型；,2019-12-10 22:24:10.019,radish
124,1,1,0,0,TEST,北汽的发展，也带动了株洲经济迈上新的台阶。,2019-12-10 22:24:10.019,radish
125,0,1,0,0,TEST,只是在发展中的道路上，10年只是一个节点，北汽和株洲的汽车产业将会有怎样的未来？,2019-12-10 22:24:10.019,radish
126,0,1,0,0,TEST,作者/刘亚杰编辑/刘煜10月27日，位于株洲高新区北汽生产基地内，众人都在等待那一刻——为第100万辆汽车EU5下线，北汽株洲分公司全体员工努力了整整10年；,2019-12-10 22:24:10.019,radish
127,0,1,0,0,TEST,然而产品组装的全过程，在2分钟之内迅速完成。,2019-12-10 22:24:10.019,radish
128,0,1,0,0,TEST,从企业发展漫长10年，到组装汽车的2分钟，北京汽车努力将两个悬殊的数字连接在一起，其难度可想而知。,2019-12-10 22:24:10.019,radish
129,1,1,0,0,TEST,10年间，株洲汽车产业的快速腾飞，北汽也逐渐成长为引领行业发展的领头雁，有时代的选择、机遇的垂青，不过更多的是开创的精神、事业的坚定。,2019-12-10 22:24:10.019,radish
130,1,1,0,0,TEST,在共同努力之下，最终双方都获得了理想的回报。,2019-12-10 22:24:10.019,radish
131,0,1,0,0,TEST,看到EU5下线时，所有生产车间的员工无不为之动容——10年的打拼，值了。,2019-12-10 22:24:10.019,radish
132,0,1,0,0,TEST,01惟楚有才，潇湘铁军绘下新蓝图北京汽车在株洲的发展看似顺利，其实中间也有不少曲折。,2019-12-10 22:24:10.019,radish
133,1,1,0,0,TEST,2001年12月13日，湖南省政府中共湖南省委印发《中共湖南省委、湖南省人民政府关于大力推进工业化进程的决定》（以下简称《决定》），吹响全力推进全省工业化进程的号角。,2019-12-10 22:24:10.019,radish
134,0,1,0,0,TEST,株洲是湖南省的工业重镇，在新阶段经济建设中的作用不言而喻。,2019-12-10 22:24:10.019,radish
135,1,1,0,0,TEST,为落地《决定》各项细则，2008年初，株洲正式启动“5115”工程，计划在五年内培育出五个以上年主营业务收入过一百亿元、十个以上年主营业务收入过五十亿元的具有较强核心竞争力的新型工业化“旗舰企业”。,2019-12-10 22:24:10.019,radish
136,0,1,0,0,TEST,所有项目中，汽车及零部件成为重点推进方向之一。,2019-12-10 22:24:10.019,radish
137,1,1,0,0,TEST,在区域产业发展中，株洲为汽车产业亮起了绿灯，也为该领域企业创造了更多便利的条件，迅速激发车企的活力。,2019-12-10 22:24:10.019,radish
138,0,1,0,0,TEST,不过与其他车企相比，北京汽车更为迫切把握这次难得的机会。,2019-12-10 22:24:10.019,radish
139,0,1,0,0,TEST,经过多年发展，中国的汽车产业正在从“装配制造本土化”，向着“开发本土化”与“知识本土化”转变，加快打造自主品牌，储备自主知识产权，成为中国汽车产业前进方向。,2019-12-10 22:24:10.019,radish
140,0,1,0,0,TEST,北汽集团董事长徐和谊很清楚，不被残酷的竞争击倒，北京汽车必须夯实技术基础，提升整车量产能力。,2019-12-10 22:24:10.019,radish
141,0,1,0,0,TEST,提升这两方面水平，对外部产业环境和内在技术能力都提出了很高的要求。,2019-12-10 22:24:10.019,radish
142,0,1,0,0,TEST,“2010年干到180万辆……,2019-12-10 22:24:10.019,radish
143,0,1,0,0,TEST,确保完成，完不成不是老徐，完不成不是北京汽车工业。”,2019-12-10 22:24:10.019,radish
144,0,1,0,0,TEST,接受媒体采访时，徐和谊谈自主品牌的发展目标，更像是立下“军令状”，进一步坚定了北京汽车未来的方向。,2019-12-10 22:24:10.019,radish
145,0,1,0,0,TEST,一方是地方经济发展需要成熟项目，一方是企业迫切需要冲破发展瓶颈，双方最终一拍即合。,2019-12-10 22:24:10.019,radish
146,0,1,0,0,TEST,2009年北京汽车株洲分公司正式成立，作为北京汽车轻卡、皮卡、轻客和越野车的生产基地，这也成为北汽集团“走集团化道路，实现跨越式发展”战略的重要一环。,2019-12-10 22:24:10.019,radish
147,0,1,0,0,TEST,按照既定规划，南方生产基地项目总投资近百亿元，这是一篇大文章，只是在发展初期，建设者们需要面对众多考验。,2019-12-10 22:24:10.019,radish
148,0,1,0,0,TEST,“第一天到现场上班，我惊呆了。”,2019-12-10 22:24:10.019,radish
149,1,1,0,0,TEST,回忆起这段经历，北京汽车焊装车间主任乔林记忆犹新：员工走进厂区后，必须趟过无数水坑，才能走进办公室；,2019-12-10 22:24:10.019,radish
150,0,1,0,0,TEST,所谓的“办公室”，其实不过是一个个简易的铁皮集装箱。,2019-12-10 22:24:10.019,radish
151,0,1,0,0,TEST,“晴天一身灰，雨天一身泥，当时安全帽、雨靴、雨伞，成了全体创业者的‘标配’。”,2019-12-10 22:24:10.019,radish
152,0,1,0,0,TEST,北汽股份株洲分公司党委书记、总经理高建军补充说。,2019-12-10 22:24:10.019,radish
153,0,1,0,0,TEST,面对艰苦的环境，第一批建设者并未停止向前。,2019-12-10 22:24:10.019,radish
154,0,1,0,0,TEST,他们将凉席从宿舍拖到施工现场，长期驻守在项目上，分成三组轮流施工作业，以确保能按进度完成建设工作。,2019-12-10 22:24:10.019,radish
155,0,1,0,0,TEST,“用现在的话讲，我们就是‘基建狂魔’。”,2019-12-10 22:24:10.019,radish
156,0,1,0,0,TEST,乔林调侃道。,2019-12-10 22:24:10.019,radish
157,0,1,0,0,TEST,努力最终换来回报。,2019-12-10 22:24:10.019,radish
158,0,1,0,0,TEST,2010年12月26日，株洲基地第一辆整车“小E”下线，随后一、二工厂全面建成投产。,2019-12-10 22:24:10.019,radish
159,0,1,0,0,TEST,统计数据显示，2019上半年北京汽车株洲分公司完成整车生产7.54万台，同比增长125%，完成工业总产值69.2亿元，同比增长161%。,2019-12-10 22:24:10.019,radish
160,1,1,0,0,TEST,北京汽车的快速发展，也助推株洲经济驶入快车道。,2019-12-10 22:24:10.019,radish
161,0,1,0,0,TEST,公开数据显示，2013-2017年五年间，湖南汽车制造业增加值年均增长27.6%；,2019-12-10 22:24:10.019,radish
162,0,1,0,0,TEST,2019年上半年株洲市地区生产总值1272.8亿元，同比增长7.7%。,2019-12-10 22:24:10.019,radish
163,0,1,0,0,TEST,2009到2019这10年时间，株洲的地方经济与北汽的对外扩张都取得了理想的成果。,2019-12-10 22:24:10.019,radish
